0.000106748,0.000106748,-4.89752e-06,-4.89752e-06,-1.43897e-06,-1.43897e-06,3.30741e-14,3.30741e-14,6.61482e-16,6.61482e-16,-1.32296e-15,-1.32296e-15,0,0,0,0,0
0.000103985,0.000103985,-4.77082e-06,-4.77082e-06,-1.40175e-06,-1.40175e-06,1.4428e-13,1.4428e-13,6.61833e-16,6.61833e-16,-2.64733e-15,-2.64733e-15,0,0,0,0,0
0.000106584,0.000106584,-4.89002e-06,-4.89002e-06,-1.43679e-06,-1.43679e-06,6.86995e-14,6.86995e-14,0,0,-2.64229e-15,-2.64229e-15,0,0,0,0,0
0.000109893,0.000109893,-5.04184e-06,-5.04184e-06,-1.4814e-06,-1.4814e-06,-1.05645e-14,-1.05645e-14,0,0,-3.96169e-15,-3.96169e-15,0,0,0,0,0
0.000112022,0.000112022,-5.13953e-06,-5.13953e-06,-1.51011e-06,-1.51011e-06,-8.85921e-14,-8.85921e-14,0,0,-2.64454e-15,-2.64454e-15,0,0,0,0,0
0.000109795,0.000109795,-5.03738e-06,-5.03738e-06,-1.4801e-06,-1.4801e-06,-1.24528e-13,-1.24528e-13,6.62384e-16,6.62384e-16,-1.32477e-15,-1.32477e-15,0,0,0,0,0
0.000102791,0.000102791,-4.716e-06,-4.716e-06,-1.38567e-06,-1.38567e-06,-3.65384e-14,-3.65384e-14,0,0,-1.30494e-15,-1.30494e-15,0,0,0,0,0
9.79287e-05,9.79287e-05,-4.49293e-06,-4.49293e-06,-1.32013e-06,-1.32013e-06,5.52585e-14,5.52585e-14,0,0,-2.57016e-15,-2.57016e-15,0,0,0,0,0
0.000101337,0.000101337,-4.64931e-06,-4.64931e-06,-1.36608e-06,-1.36608e-06,1.10119e-13,1.10119e-13,6.40228e-16,6.40228e-16,-2.56091e-15,-2.56091e-15,0,0,0,0,0
0.000104697,0.000104697,-4.80344e-06,-4.80344e-06,-1.41137e-06,-1.41137e-06,1.31396e-13,1.31396e-13,1.2882e-15,1.2882e-15,-3.86459e-15,-3.86459e-15,0,0,0,0,0
0.000108749,0.000108749,-4.98938e-06,-4.98938e-06,-1.46601e-06,-1.46601e-06,1.33818e-13,1.33818e-13,0,0,-2.62389e-15,-2.62389e-15,0,0,0,0,0
0.000107738,0.000107738,-4.94299e-06,-4.94299e-06,-1.45238e-06,-1.45238e-06,7.67117e-14,7.67117e-14,6.61308e-16,6.61308e-16,-2.64523e-15,-2.64523e-15,0,0,0,0,0
0.000104814,0.000104814,-4.80884e-06,-4.80884e-06,-1.41296e-06,-1.41296e-06,5.03037e-14,5.03037e-14,1.32378e-15,1.32378e-15,-1.32378e-15,-1.32378e-15,0,0,0,0,0
0.000103188,0.000103188,-4.73421e-06,-4.73421e-06,-1.39104e-06,-1.39104e-06,4.11255e-14,4.11255e-14,1.32663e-15,1.32663e-15,-2.65326e-15,-2.65326e-15,0,0,0,0,0
0.000102171,0.000102171,-4.68758e-06,-4.68758e-06,-1.37734e-06,-1.37734e-06,2.65522e-15,2.65522e-15,-6.63805e-16,-6.63805e-16,-1.32761e-15,-1.32761e-15,0,0,0,0,0
0.000100613,0.000100613,-4.61608e-06,-4.61608e-06,-1.35633e-06,-1.35633e-06,2.65514e-15,2.65514e-15,1.32757e-15,1.32757e-15,-2.65514e-15,-2.65514e-15,0,0,0,0,0
