0.000106748 -4.89752e-06 -1.43897e-06 3.30741e-14 6.61482e-16 -1.32296e-15
0.000103985 -4.77082e-06 -1.40175e-06 1.4428e-13 6.61833e-16 -2.64733e-15
0.000106584 -4.89002e-06 -1.43679e-06 6.86995e-14 0 -2.64229e-15
0.000109893 -5.04184e-06 -1.4814e-06 -1.05645e-14 0 -3.96169e-15
0.000112022 -5.13953e-06 -1.51011e-06 -8.85921e-14 0 -2.64454e-15
0.000109795 -5.03738e-06 -1.4801e-06 -1.24528e-13 6.62384e-16 -1.32477e-15
0.000102791 -4.716e-06 -1.38567e-06 -3.65384e-14 0 -1.30494e-15
9.79287e-05 -4.49293e-06 -1.32013e-06 5.52585e-14 0 -2.57016e-15
0.000101337 -4.64931e-06 -1.36608e-06 1.10119e-13 6.40228e-16 -2.56091e-15
0.000104697 -4.80344e-06 -1.41137e-06 1.31396e-13 1.2882e-15 -3.86459e-15
0.000108749 -4.98938e-06 -1.46601e-06 1.33818e-13 0 -2.62389e-15
0.000107738 -4.94299e-06 -1.45238e-06 7.67117e-14 6.61308e-16 -2.64523e-15
0.000104814 -4.80884e-06 -1.41296e-06 5.03037e-14 1.32378e-15 -1.32378e-15
0.000103188 -4.73421e-06 -1.39104e-06 4.11255e-14 1.32663e-15 -2.65326e-15
0.000102171 -4.68758e-06 -1.37734e-06 2.65522e-15 -6.63805e-16 -1.32761e-15
0.000100613 -4.61608e-06 -1.35633e-06 2.65514e-15 1.32757e-15 -2.65514e-15
-0.00132689 0.000345211 0.000998975 -0.0210826 -0.0115776 4.31404e-05
-0.283617 0.0731649 0.146914 -0.538784 -0.342324 0.00183973
-1.74542 0.451041 0.890975 -1.77021 -1.4036 0.00740622
-5.22052 1.34994 2.65116 -2.46336 -2.94536 0.0154133
-10.6103 2.74455 5.37455 -1.71488 -4.52069 0.0222248
-17.3128 4.47927 8.75502 1.04858 -5.51032 0.024281
-23.4759 6.0746 11.8598 4.91877 -5.42523 0.0202039
-27.6096 7.14478 13.9397 7.76861 -4.55039 0.012892
-28.5811 7.39656 14.4246 8.72215 -3.06333 0.00530355
-27.7693 7.18679 14.0106 7.8486 -1.30597 -0.00169422
-26.4898 6.85588 13.3619 5.62386 0.28181 -0.0071667
-25.024 6.47666 12.6202 2.72028 1.51165 -0.0109969
-23.3615 6.04649 11.7804 0.0199334 2.26868 -0.012998
-20.5301 5.31372 10.3515 -2.35481 2.70924 -0.0131892
-17.2768 4.47174 8.71034 -3.87863 2.82799 -0.0118369
-14.0228 3.62955 7.06922 -4.44098 2.70897 -0.00946192
-11.3332 2.93344 5.71293 -4.43739 2.47868 -0.00691331
-9.19458 2.37991 4.63457 -4.17152 2.21289 -0.00450879
-7.71431 1.99678 3.88819 -3.84971 1.99258 -0.00267094
-6.57269 1.7013 3.31261 -4.00768 1.53028 -0.00134237
-5.34329 1.38309 2.69286 -4.50293 0.744272 -0.000361641
-4.14574 1.07312 2.08923 -4.88199 -0.0445472 0.000344527
-3.17717 0.822411 1.60104 -4.83349 -0.546532 0.000848248
-2.42484 0.627675 1.22187 -4.04694 -0.59239 0.00121908
-1.84441 0.477435 0.92935 -2.89093 -0.369653 0.00146595
-1.39443 0.360956 0.70258 -1.8882 -0.148274 0.00164288
-1.03675 0.268371 0.522339 -1.04082 0.0527578 0.00173283
-0.771356 0.199673 0.388609 -0.380611 0.21839 0.00178511
-0.58728 0.152025 0.295856 0.154718 0.370519 0.00190612
-0.429999 0.111312 0.216609 0.559433 0.477686 0.00194013
-0.323119 0.083645 0.162758 0.808603 0.539873 0.001899
-0.238546 0.0617522 0.12015 0.925571 0.552611 0.00170153
-0.165846 0.0429331 0.0835264 0.927433 0.517825 0.00133911
-0.121528 0.0314605 0.0612009 0.90533 0.486013 0.000984905
